id,username,created_at,lng,lat,text
1527345367725256704,prodscuba,Thu May 19 17:48:07 +0000 2022,-92.342322,34.721886,@KayleighMichael Flower always
1527345369117761536,JohnnyBodega,Thu May 19 17:48:07 +0000 2022,-76.36227600000001,37.0508965,i only know one person on the same mission
1527345369612374028,tmj_AL_pharm,Thu May 19 17:48:07 +0000 2022,-86.2516406,33.1731716,"Have you ever had a role like ""Bio-Med Tech""? What did you like most about that job? #Pharmaceutical #Sylacauga, AL"
1527345369171972099,pdiddy71,Thu May 19 17:48:07 +0000 2022,-78.93623,36.004485,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/qy2ilS3mwJ
1527345369897586696,CJAY_XD,Thu May 19 17:48:07 +0000 2022,-83.1738665,32.6782075,@1kROC__ Both
1527345370485125120,jgraves8818,Thu May 19 17:48:07 +0000 2022,-84.2718295,39.2512115,Mark my words.  The New Democrats and @CNN talking points will be if you don’t support her you are a racist!
1527345369964720128,JusticeRowing,Thu May 19 17:48:07 +0000 2022,-75.197972,39.97999,Location location location #stotesbury #threeangels @oaktoncrew @JusticeRowing https://t.co/9SRQGzt1An
1527345371214598148,GrammHammer,Thu May 19 17:48:07 +0000 2022,-118.5032585,34.415631,@janthonylong @georget20 Ahead of the curve on not using VO. ANNCR: IN A WORLD… WHERE OFFERS CAN’T BE REFUSED (rec… https://t.co/nkvWYD0bhC
1527345371604668432,FriarsXCTrack,Thu May 19 17:48:07 +0000 2022,-71.4218325,41.817084,"NCAA FIRST ROUND QUALIFIER ✅Bloomington, IN 🔜Angus White - 1500M https://t.co/3SjSkbaXIX"
1527345372774793218,Ry_Bass,Thu May 19 17:48:08 +0000 2022,-86.791549,36.200008,"Honestly, I love how candid Jimbo is. It’s refreshing for coaches to show emotion and not be robotic and cliche."
1527345373026537475,ManekaDevin,Thu May 19 17:48:08 +0000 2022,-73.9487755,40.655138,@Bartees_Strange @Mo__Go_ How could I forget? I think he got too fat for the nfl or something
1527345374150610954,changedpartygop,Thu May 19 17:48:08 +0000 2022,-82.717093,28.248530000000002,"@Rustafa555 2000 mules, Mike lindell,Oops that's definitely not going to convince you. TRUMP WON."
1527345374402211841,Anntwerp,Thu May 19 17:48:08 +0000 2022,-79.2725695,43.629311,How bad what is?
1527345375673061378,ultabeautyjobs,Thu May 19 17:48:08 +0000 2022,-81.6692532,30.4686832,"Calling all lovers of #beautywithoutlimits, we have an opening in #Jacksonville, FL! If interested, apply now: https://t.co/BVPfkXHRih"
1527345375933190150,EstaRyan12,Thu May 19 17:48:08 +0000 2022,-122.791854,45.424870999999996,Davis without question. We got a championship out of it. That’s what the goal was and is.
1527345376176459788,HBMeadows_,Thu May 19 17:48:09 +0000 2022,-118.2445,34.0564,"Just posted a photo @ Los Angeles, California https://t.co/5XIGC82QP3"
1527345376717467650,GreenDarryn,Thu May 19 17:48:09 +0000 2022,-83.804475,27.698681999999998,Which Warriors team Arena are better? https://t.co/lEyJdRJyEk
1527345377174704134,eliavgabay,Thu May 19 17:48:09 +0000 2022,-112.12467649999999,33.5528625,.@Sports360AZ at #Mercury shootaround this morning.Skylar Diggins-Smith was not at shootaround (non-COVID related… https://t.co/Y0IxaxOiKO
1527345378802429952,awberrisncream,Thu May 19 17:48:09 +0000 2022,-87.732013,41.8335845,@ClintRLamb The best part was Jimbo saying he’s not scared of confrontation and then following up saying that he ignored Sabans calls 😂
1527345379405991936,KameronBennett,Thu May 19 17:48:09 +0000 2022,-93.2620465,44.9706105,I can &amp; I will 💪🏽
1527345379993194496,BrianZilem,Thu May 19 17:48:09 +0000 2022,-100.0768885,31.1688935,@dalton_trigg That’s fair and something I didn’t consider.
1527345380798582791,CashWalken,Thu May 19 17:48:10 +0000 2022,-73.393711,41.369403500000004,@marcelegance Exactly. Like 8 ESPN top 300 players 😆
1527345380723425281,eville4lyf,Thu May 19 17:48:10 +0000 2022,-80.926628,33.6311395,Is it just me these spam mfs been callin like hell lately 😤
1527345380962160650,CliffJordan6,Thu May 19 17:48:10 +0000 2022,-95.44648649999999,29.838495,@DubzyOnceAgain That's why you sit next to the smart kids https://t.co/v7bUAGmfqV
1527345381662609423,GarysRebellion,Thu May 19 17:48:10 +0000 2022,-81.3677725,28.501678499999997,"@bfs2020 SMH, I hate politics"
1527345382010736647,Rmplstlskn,Thu May 19 17:48:10 +0000 2022,-82.470504,27.284022,@Natalie45030283 Would so water play with such a beauty 🌊
1527345383034146817,Mr_devydev,Thu May 19 17:48:10 +0000 2022,-157.799589,21.3199435,@horsegirllmao Thank you!
1527345383206113295,MattDav43481502,Thu May 19 17:48:10 +0000 2022,-76.62048200000001,39.284712999999996,"@IngravenVids They making him to OLB, and that’s might be better for him, he crushes blockers and get to the ball w… https://t.co/IZVhEeeurk"
1527345382815985664,BrewCityCouch,Thu May 19 17:48:10 +0000 2022,-87.9672925,43.0567225,"@Brewers off day? No worries! We’ve got you covered. Checkout our most recent episode on #YouTube, recapping your… https://t.co/19ry8qVVWF"
1527345383453577232,MediaByAP,Thu May 19 17:48:10 +0000 2022,-104.9238215,39.620282,Wager time 💸https://t.co/m0Pkp7qaoB
1527345383718146050,BigBlackDevin,Thu May 19 17:48:10 +0000 2022,-82.44269399999999,27.9965945,I’m so ready for this vacay!! 🌴🌊
1527345384426655751,Tpattote,Thu May 19 17:48:11 +0000 2022,-85.597295,40.11637399999999,@tamsully12 Only thing better would be a stiff drink. Hey it’s 5:00 somewhere 😎
1527345383005126657,ke_kebi,Thu May 19 17:48:10 +0000 2022,-80.03926150000001,26.682504,"Walking on the beach, I hope to meet the woman in my life. If she happens to be here, we will have a beautiful story https://t.co/ZTxGhYpLCP"
1527345385089294336,silverfang09,Thu May 19 17:48:11 +0000 2022,-76.63412500000001,39.185639,Egon Spengler (Animated and Live-action) https://t.co/QdZy4ILgJB
1527345386309885952,LastKing24_,Thu May 19 17:48:11 +0000 2022,-77.54176749999999,37.493111,@_TheRealSL Wow lol
1527345386460893198,Flank_Roosevelt,Thu May 19 17:48:11 +0000 2022,-71.4440805,42.971199,@dalilbean @NoraTheSenora Love and miss you
1527345386792243218,bradgilmore,Thu May 19 17:48:11 +0000 2022,-95.44648649999999,29.838495,Give me more!!!
1527345388017324033,BarbaramerryG,Thu May 19 17:48:11 +0000 2022,-73.9685415,40.780709,True 👀
1527345387928899602,DJSteezyD,Thu May 19 17:48:11 +0000 2022,-97.754724,30.323345500000002,Bush still fucking up a saying stupid shit lmaoooooo
1527345388646125568,CaptDinosaur81,Thu May 19 17:48:12 +0000 2022,-112.12467649999999,33.5528625,"@AmazingAmy316 🎶DontChu, DontChu 🎶"
1527345388910710784,DJJRodNYC,Thu May 19 17:48:12 +0000 2022,-74.15394699999999,40.572376000000006,@ntrejosart SINY HEAVIEST! 💪
1527345390433226752,itsjchau,Thu May 19 17:48:12 +0000 2022,-73.9685415,40.780709,it’s gonna be mavs and heat in the finals we’re running it back
1527345392307752969,RoadRangerI90,Thu May 19 17:48:12 +0000 2022,-123.029015,44.935084,@ColumbiaBugle Hey @SenTedCruz? Did you vote yes for this?
1527345392576188419,T_Oglesby22,Thu May 19 17:48:12 +0000 2022,-82.57000049999999,34.833736,Really like what @OhioMBasketball has been able to do this summer in the portal. Grabbed Gabe Wiznitzer from Louisv… https://t.co/LKis00sdPv
1527345393159139329,TheDaddyJim,Thu May 19 17:48:13 +0000 2022,-74.15394699999999,40.572376000000006,@BaybeeCat__ Tickets to?
1527345393222111243,savannah770_,Thu May 19 17:48:13 +0000 2022,-93.389864,41.938228499999994,@theparkerussy Same here lolFor me a car is near impossible not to use since I live in the Midwest near a rural t… https://t.co/zte0GcF7bx
1527345393717039118,LPTyger,Thu May 19 17:48:13 +0000 2022,-83.804475,27.698681999999998,"@mech_mouse @RetroHangover It's fine that you care , but... The ""consumer right"" to have the ability to own a copy… https://t.co/tRue5SIdZJ"
1527345393985781762,HenrichJim,Thu May 19 17:48:13 +0000 2022,-93.389864,41.938228499999994,"@TroyBanning Congrats dude, loved working with you and you'll be great for Gilbert"
1527345394132234240,Nerdy_Mike,Thu May 19 17:48:13 +0000 2022,-122.291023,47.859804999999994,@Panini56317960 Codes will be coming everyday so it's never too late. Codes are all sent at random
1527345394652368906,KiraR,Thu May 19 17:48:13 +0000 2022,-71.4218325,41.817084,@TurtleBoyMA The best is that no one was wearing N95 &amp; were wearing them on their chins until a patient came close.… https://t.co/DwTUz7YrtK
1527345394061291526,SawyerJerry,Thu May 19 17:48:13 +0000 2022,-68.98470499999999,45.188407,@CyberEdge17 @Jim_Jordan Keep drinking your Kool Aid😂 https://t.co/gvs9JkiCA4
1527345395118260224,stevegotsole,Thu May 19 17:48:13 +0000 2022,-83.1738665,32.6782075,"Plus, the life expectancy of a butterfly is only bout 2-4 weeks anyway 😂😂😂"
1527345395990265857,KRamos25,Thu May 19 17:48:13 +0000 2022,-87.732013,41.8335845,@soxmachine_josh @fromthe108 @SoxMachine Can more drinks be purchased if someone uses all of their tickets? *Asking for a friend.
1527345395910647808,itsjulialee,Thu May 19 17:48:13 +0000 2022,-118.325779,34.10093486,"Feeling good, living better. Less perfection chasing, more self trust. 💫✨#braset #bralettes #bralette #photoshoot… https://t.co/y6gCkS5sKn"
1527345396926017538,mcgeck,Thu May 19 17:48:13 +0000 2022,-79.2725695,43.629311,@nintendolife Or I'll commit the worst of acts.I'll express mild disappointment on Twitter
1527345397190238208,Lukraf01,Thu May 19 17:48:14 +0000 2022,-73.9685415,40.780709,Omoge has sent her bid  🙏 #AuctioningWithSHAB https://t.co/9nIbD6Hujb
1527345397647429632,NELegalFndtn,Thu May 19 17:48:14 +0000 2022,-71.0887125,42.3136695,"We just wrapped up a great show on cybersecurity, risks, consequences, and prevention.  Listen to the replay here o… https://t.co/DBlBCt2p3M"
1527345399027027968,JasonHudginsAtl,Thu May 19 17:48:14 +0000 2022,-84.433106,33.7671945,For everyone who has questions about the judicial nominees!
1527345399240937476,Aq_517,Thu May 19 17:48:14 +0000 2022,-106.632718,35.1170025,"Menefeasting to Become like Camille Vasquez After Under-Graduate School, Latinas Forever For the Win ⚖️🫶🏻"
1527345399404515328,CONSTANTINE6969,Thu May 19 17:48:14 +0000 2022,-73.8125815,45.48432,Rip great composer .you are timeless Vangellis https://t.co/wcq4vJODbu
1527345399652298752,moomoo_1777,Thu May 19 17:48:14 +0000 2022,-77.0143985,38.898602999999994,@Slippery_NWet I’m dm you
1527345400449232896,KanJayW3st,Thu May 19 17:48:14 +0000 2022,-80.3472645,25.863091500000003,JIMMY FUCKING BUTLER
1527345400545366034,ziegler_md,Thu May 19 17:48:14 +0000 2022,-118.4119065,34.0207895,"Have to add: all the preoperative staff and nurses, y'all are saints. That pre-dawn rush of getting patients checke… https://t.co/bapueU3afU"
1527345400960540672,JB__nfts,Thu May 19 17:48:14 +0000 2022,-75.117998,40.0048655,@AmirAmini24 Exactly - makes no sense
1527345400973512704,Jaykansher,Thu May 19 17:48:14 +0000 2022,-73.9685415,40.780709,@QRlSSY @viledaaaa (2) have deep talks about the game and what it means to you. You are evolving as a streamer and… https://t.co/YFjIBYuXXn
1527345401229037572,elias_allen,Thu May 19 17:48:15 +0000 2022,-155.96861598,19.6953503,Just posted a photo @ Kaloko Rain Forest https://t.co/SsyU1bQGrO
1527345402512830464,DJWellaaa,Thu May 19 17:48:15 +0000 2022,-73.9685415,40.780709,oh keith
1527345401904664580,MyCarteret,Thu May 19 17:48:15 +0000 2022,-74.2305125,40.581325500000005,"Check out the hilarious Vanessa Fraction Comedy at Carteret Performing Arts &amp; Events Center on Thursday, July 14th!… https://t.co/vMAEALzrVu"
1527345402403786753,HarryAgganis,Thu May 19 17:48:15 +0000 2022,-85.8709395,37.698972499999996,@sopranfeld Heavy gravy’s good tonight… https://t.co/GGla6jNv4k
1527345403523256321,WRHSLib,Thu May 19 17:48:15 +0000 2022,-95.76004347,38.95756688,Help animals by reading this summer. Visit the library or the website for details. https://t.co/SK34x9z6pt @ Washbu… https://t.co/zWzFUpLSot
1527345403586236417,WilliamRich2012,Thu May 19 17:48:15 +0000 2022,-121.959531,37.813777,"@DYambrick Following you, fellow #resister #FBR ⬅️ #GlobalWarmingIsReal, #FREEDOMTOVOTEACT, #LGBTQALLY, #BLM … and,… https://t.co/bi0WsmXwMy"
1527345404353794056,_tylerseonghall,Thu May 19 17:48:15 +0000 2022,-77.349057,38.9558015,Here’s to more debt.
1527345405444653056,Cathy16312017,Thu May 19 17:48:16 +0000 2022,-92.13127399999999,34.7519365,Repugnants need to pick a lane.They complain about a shortage of baby formula then they vote against a solution.… https://t.co/iefmKaKxZN
1527345406564192268,djnayiram,Thu May 19 17:48:16 +0000 2022,-122.3306025,47.614817,"destined for a worldwide ting, y’all can fight for the champ for the city."
1527345406551609350,Kinglytle30,Thu May 19 17:48:16 +0000 2022,-82.8541995,40.021793,@CMUUMC_ I blame thirsty ass niggas 😭
1527345407470161940,PearlSuicide,Thu May 19 17:48:16 +0000 2022,-118.4119065,34.0207895,The way this entire spread was spot on &amp; aligned with my current life 🥰🖤👌🏼
1527345407868620806,experiencekyrab,Thu May 19 17:48:16 +0000 2022,-86.791549,36.200008,Wheww Chile we use to have a ball 😂
1527345409365987330,702Sales,Thu May 19 17:48:16 +0000 2022,-117.0226945,38.502147,"In the offseason - we get this. In the regular season, we get ""upper body injury"" 🙄"
1527345409663696901,needle_nathan,Thu May 19 17:48:17 +0000 2022,-75.117998,40.0048655,@HawleyMO Yes he did saw it on Facebook she's just as incompetent if not more than mayorkas they both need to be impeached
1527345410301317130,tmj_jax_eng,Thu May 19 17:48:17 +0000 2022,-81.655651,30.3321838,"Kelly Services is hiring in Jacksonville, FL! Click the link in our bio to apply: Lens Fabrication Machine Technici… https://t.co/HIdCgtXJTv"
1527345410414563335,tmj_SJC_skltrd,Thu May 19 17:48:17 +0000 2022,-121.8863286,37.3382082,"Leslie’s is hiring in San Jose, CA! Click the link in our bio to apply: Service Technician I #Electrician #HVAC"
1527345410615889929,tmj_bos_banking,Thu May 19 17:48:17 +0000 2022,-71.0588801,42.3600825,"Career tip for landing jobs like ""Operations Analyst"" in #Boston, MA. Go on informational interviews. The best way… https://t.co/7VqY3Aip32"
1527345410758496268,OlenaKolesnyk,Thu May 19 17:48:17 +0000 2022,-117.0226945,38.502147,I look like your fan on concert Ahahahah with your poster
1527345410842382343,tmj_SAT_skltrd,Thu May 19 17:48:17 +0000 2022,-98.4936282,29.4241219,"See our latest #SanAntonio, TX #Operations job opportunity and click the link in our bio to apply: Engine Operator I 3rd shift at Intertek"
1527345410473283585,RummyRamos,Thu May 19 17:48:17 +0000 2022,-83.804475,27.698681999999998,"Had some fun at a showcase last week, some results. ⚾️ https://t.co/LwA5hzOSg0"
1527345412037672960,WeHate_BamBam,Thu May 19 17:48:17 +0000 2022,-98.716992,35.3090465,I Done Got Hit Wit Another $150k Deal 👎🏾 I Need $500k To Play 🤧😬
1527345414483038208,tiannahall,Thu May 19 17:48:18 +0000 2022,-95.56224432,29.88013782,I’m more than a little #obsessed with the #food at @littlekitchenhtx OMG. It hit the spot for lunch after our house… https://t.co/bQV0bt2nIO
1527345415859113984,cooper_zion,Thu May 19 17:48:18 +0000 2022,-80.2697325,25.944933,@St8ofFootball @11Yanks The Man gots the play. Can’t shelter him for long.
1527345416198844416,ThatDamnRamone,Thu May 19 17:48:18 +0000 2022,-84.4703885,33.631277499999996,We need to have a talk.
1527345416161083392,MiLKSHAWWTY,Thu May 19 17:48:18 +0000 2022,-97.011168,32.655677999999995,Milkshawty - insane (prod. 22 mackie) by Milkshawty on #SoundCloud https://t.co/PknK75AFZf out now
1527345417192886272,BradeyKing,Thu May 19 17:48:18 +0000 2022,-101.89717300000001,33.5705265,@AriannaFloresDT Thanks Arianna!! I’ll miss y’all ❤️ congrats on your gig with the AJ - I know you’ll crush it!
1527345419965333505,HebHammer94,Thu May 19 17:48:19 +0000 2022,-71.0887125,42.3136695,"@PedrosChangeup @redsoxstats Verdugo just turned 26, he’s an above average defender in LF, had a solid 2021 and has… https://t.co/JwZot10I2J"
1527345420334419968,OptimisticSens,Thu May 19 17:48:19 +0000 2022,-74.75162,45.0381165,@KevinFr65525204 That’s fine. But for me the clear cut info you’ve been given from sources would seem more credible… https://t.co/kf4oV0EFgG
1527345420481228801,ReynoldsLaurel,Thu May 19 17:48:19 +0000 2022,-79.2725695,43.629311,@GOPChairwoman How much did Jared and Ivanka make while White House Advisers???
1527345420589932545,saramacfadden,Thu May 19 17:48:19 +0000 2022,-117.4107525,47.7886565,I need @hasanthehun and @sharon_says_so to do a podcast together
1527345421076811776,GenieRougeau,Thu May 19 17:48:19 +0000 2022,-100.0768885,31.1688935,@Jeffrey64230099 Let us pray for This!❤️✝️👊
1527345420145332224,missdekruiff,Thu May 19 17:48:19 +0000 2022,-86.061247,39.947028,Last bird walk of the year with Mr. Jackson! Of course we had to gift him Bird Spotting Opoly! 🐦 https://t.co/n6LwKiig5M
1527345422821314571,AlecCrisman,Thu May 19 17:48:20 +0000 2022,-120.58340150000001,44.1454365,"@Rongwrong_ I had the same thought, but for her invocation of ‘lived experience’.Deeply regretting your abortion… https://t.co/2SFHjsVz1T"
1527345424126078978,Thee_McNasty_,Thu May 19 17:48:20 +0000 2022,-77.0143985,38.898602999999994,Anything Jay-Z from the Black Album and later
1527345426751721473,LegatronPrime,Thu May 19 17:48:21 +0000 2022,-90.309235,29.9650825,@TYRI__ Girl what?????
1527345428647190528,usbigrigtrucker,Thu May 19 17:48:21 +0000 2022,-84.433106,33.7671945,Women need to carry a gun it's a shame but true
1527345428643008522,andrickja,Thu May 19 17:48:21 +0000 2022,-82.1945345,41.443540999999996,@KevinPaulRosser @RyanThomas97 Literally my text convo w @codykeene1  last night 😂 https://t.co/j5C8M66rIz
1527345429519945729,LennessyBlack,Thu May 19 17:48:21 +0000 2022,-74.214139,40.766601,You was prob playing a great album on the aux .
1527345430925029378,jordenteylor,Thu May 19 17:48:22 +0000 2022,-95.158936,29.668301,We have been open for two hours and I’ve paid out three tables 😩 https://t.co/PWwPJEgeYA
1527345431650648067,Joshua_McClure,Thu May 19 17:48:22 +0000 2022,-84.340338,34.0412115,28 days until my 8 year anniversary at GM https://t.co/if9hEUJzqB
1527345432350773252,DemonEvilMuscle,Thu May 19 17:48:22 +0000 2022,-117.0226945,38.502147,@YankeesSlut Do not see that happening. He would end up becoming the first $50 million a year player by all indicat… https://t.co/R7Was3diju
1527345432711819264,MrOGRaider,Thu May 19 17:48:22 +0000 2022,-80.926628,33.6311395,@boomer2416 Anytime
1527345433470980096,marsh_bay,Thu May 19 17:48:22 +0000 2022,-79.7758595,47.355136,@inapineforest Thank you very much K 🙏🙏🙏
1527345433835540483,BallasTV,Thu May 19 17:48:22 +0000 2022,-71.0887125,42.3136695,@AAYANFIXMYLIFE Baby momma to a criminal yay !
1527345433332555777,EeveeMaizz,Thu May 19 17:48:22 +0000 2022,-74.15394699999999,40.572376000000006,"Doesn’t feel great when it’s the straight, white, Christian men getting bullied… huh!? 🤣🫶🏽😭🫣😂🤭 I almost pissed myse… https://t.co/pYOlRSAXyY"
1527345434007851008,dkdeberry,Thu May 19 17:48:22 +0000 2022,-100.0768885,31.1688935,"@PaulTassi Go on the record with some predictions, please, so we can rule those out at least."
1527345434402123776,PatrickHightow6,Thu May 19 17:48:22 +0000 2022,-76.63412500000001,39.185639,"@Care080361312 Bisexual, always looking for trouble...my kinda girl!😝"
1527345434259496960,Ehsan_Butt,Thu May 19 17:48:22 +0000 2022,-79.9437475,43.523123,"US media downplays the fact that Shireen Abu Akleh killed by Israeli military was an American citizen, as the U.S.… https://t.co/gsYqSiWVWe"
1527345435051843584,KriZtiaN17VL,Thu May 19 17:48:23 +0000 2022,-94.1480225,36.335612499999996,"Ignorance should only be criticised when one refuses to learn, such as with politics, history, or science."
1527345436100481026,SugarMurder,Thu May 19 17:48:23 +0000 2022,-79.837322,32.847946500000006,That cake looks scrumptious! And Yummo on the enchiladas. 💃🏼
1527345436591214596,abinger25,Thu May 19 17:48:23 +0000 2022,-83.11729600000001,41.3664945,@PackHawk26 @packers @real_al_bings And he even lives in Madison? Am I even allowed to continue to be a Packers fan… https://t.co/W7z7wZrvL8
1527345437673345030,MRPLucero,Thu May 19 17:48:23 +0000 2022,-118.0071635,33.900901000000005,@GOP Aren’t you the same guys that withdrew from the Presidential Debates?
1527345437388451840,versatileminthe,Thu May 19 17:48:23 +0000 2022,-76.255686,36.895082,Half the scouts didn’t make it….but I did🎓😂 #aotgradcap #aot #odugrad https://t.co/zxESizyn3i
1527345438361145344,MIAMIIRONSIDE,Thu May 19 17:48:23 +0000 2022,-80.18828,25.84448,Just posted a photo @ Glassbox Ironside https://t.co/geUhq7PMjQ
1527345438432501760,fuckjosiee,Thu May 19 17:48:23 +0000 2022,-117.397616,33.935822,I’m seeing Kendrick 😭. It’s been my dream for more than 10 years now https://t.co/Ue1PfErZAM
1527345439967629327,TPaineWeNeedYou,Thu May 19 17:48:24 +0000 2022,-92.4367735,38.3045585,@Logically_JC Meaningless.  Bless you with science better or I will pray Science and the people doing science helps you get better.
1527345441200754695,forney_kirk,Thu May 19 17:48:24 +0000 2022,-80.2273285,26.389733,Sea Lion show Ocean World in Puerto Plata D.R. https://t.co/OaZylafcof via @YouTube
1527345442115112983,yoselinnn_,Thu May 19 17:48:24 +0000 2022,-118.2033785,33.925262000000004,@yvettexox27 ANOTHER ACCOUNT? 😴😴😴🥱🥱
1527345442014363648,Msjoyjoi,Thu May 19 17:48:24 +0000 2022,-118.3046625,33.945234,@playit_once For it cuz the grind is fun...
1527345442576830464,Tiatussii,Thu May 19 17:48:24 +0000 2022,-81.4391775,28.6255725,I just wanna know..What zodiac signs have y’all experienced or known to be the meanest?
1527345442388049921,CashWalken,Thu May 19 17:48:24 +0000 2022,-73.393711,41.369403500000004,@CallMeRaceHorse I love it man.
1527345443214020617,azie205,Thu May 19 17:48:25 +0000 2022,-73.9685415,40.780709,@Bori_Princess38 Yo that smell is like str8 garbage 🤢 Fabreeze it girl 😂
1527345445139525633,marianananana_,Thu May 19 17:48:25 +0000 2022,-88.10603,41.683339000000004,@lovealiciae_ @jpizzle_dm BRUH
1527345446175543297,JumpJayy,Thu May 19 17:48:25 +0000 2022,-91.0907995,30.4591,The housing market crazy right now outrageous ass prices
1527345446422970368,rtaborn,Thu May 19 17:48:25 +0000 2022,-79.861034,35.1704985,@Jet_Williams23 @POTUS @FLOTUS They are everywhere! They are good people too.  My mom and grandmother used to live… https://t.co/HcK7ETnNvf
1527345446967922694,mexikunt,Thu May 19 17:48:25 +0000 2022,-98.5406515,29.417501,@laraoscar61 Report em. It’s illegal now.
1527345447203131393,Young_____Simba,Thu May 19 17:48:25 +0000 2022,-83.1738665,32.6782075,@passthechill Nigga really said Hayes and Nance and was deadass
1527345448431734805,jennygoes,Thu May 19 17:48:26 +0000 2022,-80.307064,25.976124,@OscarNoEs33 Jennifer Katherine
1527345449081851911,TheSKLaSalle,Thu May 19 17:48:26 +0000 2022,-75.8001415,45.248791,@TwommoF1 All is fair in love and war.
1527345449895546883,sunsetchaser614,Thu May 19 17:48:26 +0000 2022,-86.791549,36.200008,@justVelien @MorePerfectUS @elonmusk Maybe one doesnt realize it until they're in and then learn more about alterna… https://t.co/GJtn3a5mSk
1527345450491138054,mrwhtechocolate,Thu May 19 17:48:26 +0000 2022,-86.6807375,32.576227,@RitchDaRuler 😂😂 What's the username doe 👀
